1000,5654775.189,-6477.490,1085.427,CP CP1
1001,5654665.965,-6408.915,1081.158,CP CP2
1002,5654672.640,-6523.263,1085.639,CP CP3
1003,5654778.189,-6474.490,1085.236,BM BM1
1004,5654785.952,-6550.602,1087.634,LIP1 B
1005,5654784.669,-6546.096,1087.598,LIP1
1006,5654784.215,-6545.002,1087.575,LIP1
1007,5654783.388,-6543.513,1087.566,LIP1
1008,5654782.872,-6542.868,1087.553,LIP1
1009,5654782.280,-6542.477,1087.557,LIP1
1010,5654781.128,-6542.004,1087.555,LIP1
1011,5654779.950,-6541.748,1087.537,LIP1
1012,5654778.723,-6541.680,1087.534,LIP1
1013,5654777.548,-6541.747,1087.509,LIP1
1014,5654775.852,-6541.996,1087.477,LIP1
1015,5654769.216,-6542.715,1087.378,LIP1
1016,5654762.583,-6543.428,1087.266,LIP1
1017,5654755.828,-6544.007,1087.109,LIP1
1018,5654750.660,-6544.205,1087.024,LIP1
1019,5654745.487,-6544.404,1086.987,LIP1
1020,5654740.568,-6544.384,1086.860,LIP1
1021,5654736.265,-6544.199,1086.735,LIP1
1022,5654730.130,-6543.770,1086.640,LIP1
1023,5654725.308,-6543.352,1086.537,LIP1
1024,5654719.873,-6542.723,1086.417,LIP1
1025,5654713.983,-6541.749,1086.321,LIP1
1026,5654708.941,-6540.665,1086.197,LIP1
1027,5654703.922,-6539.462,1086.117,LIP1
1028,5654699.664,-6538.352,1086.031,LIP1
1029,5654695.777,-6537.227,1085.989,LIP1
1030,5654690.747,-6535.647,1085.847,LIP1
1031,5654686.300,-6534.090,1085.795,LIP1
1032,5654682.879,-6532.762,1085.699,LIP1
1033,5654678.673,-6530.954,1085.684,LIP1
1034,5654670.551,-6527.032,1085.572,LIP1
1035,5654666.696,-6525.005,1085.425,LIP1
1036,5654662.892,-6522.882,1085.363,LIP1
1037,5654655.873,-6518.645,1085.221,LIP1
1038,5654651.621,-6515.850,1085.134,LIP1
1039,5654648.118,-6513.424,1085.047,LIP1
1040,5654641.811,-6508.770,1084.860,LIP1
1041,5654639.294,-6507.096,1084.807,LIP1
1042,5654638.249,-6506.116,1084.756,LIP1
1043,5654637.189,-6505.506,1084.726,LIP1
1044,5654636.311,-6505.142,1084.689,LIP1
1045,5654634.359,-6504.643,1084.624,LIP1
1046,5654631.494,-6504.166,1084.497,LIP1
1047,5654628.528,-6504.187,1084.406,LIP1
1048,5654627.222,-6504.333,1084.362,LIP1
1049,5654623.666,-6505.314,1084.193,LIP1
1050,5654623.011,-6505.564,1084.173,LIP1
1051,5654621.484,-6506.370,1084.092,LIP1
1052,5654617.424,-6508.908,1083.822,LIP1 E
1053,5654759.749,-6534.055,1087.255,LIP2 B
1054,5654752.145,-6534.736,1087.120,LIP2
1055,5654746.343,-6534.813,1087.008,LIP2 E
1056,5654732.993,-6534.554,1086.710,LIP3 B
1057,5654727.662,-6534.134,1086.618,LIP3 E
1058,5654757.705,-6392.244,1082.423,LIP1 B
1059,5654755.466,-6393.814,1082.468,LIP1
1060,5654752.808,-6396.021,1082.515,LIP1
1061,5654751.946,-6396.906,1082.533,LIP1
1062,5654751.292,-6397.958,1082.542,LIP1
1063,5654750.501,-6399.773,1082.558,LIP1
1064,5654749.980,-6402.032,1082.538,LIP1
1065,5654749.909,-6404.587,1082.558,LIP1
1066,5654750.087,-6406.439,1082.591,LIP1
1067,5654750.632,-6408.135,1082.589,LIP1
1068,5654753.456,-6414.443,1082.757,LIP1
1069,5654757.683,-6423.313,1083.123,LIP1
1070,5654761.911,-6432.192,1083.507,LIP1
1071,5654766.134,-6441.065,1083.816,LIP1
1072,5654769.461,-6448.411,1084.147,LIP1
1073,5654772.785,-6455.753,1084.451,LIP1
1074,5654773.868,-6458.406,1084.575,LIP1
1075,5654775.210,-6462.195,1084.750,LIP1
1076,5654778.045,-6471.507,1085.094,LIP1
1077,5654778.859,-6474.658,1085.206,LIP1
1078,5654779.960,-6479.826,1085.407,LIP1
1079,5654781.002,-6486.099,1085.701,LIP1
1080,5654782.054,-6492.360,1085.970,LIP1
1081,5654782.674,-6499.680,1086.253,LIP1
1082,5654783.292,-6506.983,1086.438,LIP1
1083,5654783.284,-6514.190,1086.736,SW1
1084,5654783.364,-6517.154,1086.852,LIP1
1085,5654783.473,-6518.159,1086.841,LIP1
1086,5654783.841,-6519.755,1086.919,LIP1
1087,5654784.189,-6520.733,1086.964,LIP1
1088,5654784.663,-6521.655,1086.974,LIP1
1089,5654785.884,-6523.458,1087.081,LIP1
1090,5654786.696,-6524.358,1087.118,LIP1
1091,5654787.566,-6525.155,1087.151,LIP1
1092,5654789.306,-6526.285,1087.287,LIP1
1093,5654790.416,-6526.783,1087.331,LIP1
1094,5654791.554,-6527.152,1087.356,LIP1
1095,5654793.503,-6527.536,1087.321,LIP1
1096,5654795.820,-6527.611,1087.429,LIP1
1097,5654798.468,-6527.329,1087.567,LIP1 E
1098,5654794.844,-6525.376,1087.463,LIP2 B
1099,5654798.669,-6524.983,1087.572,LIP2 E
1100,5654753.263,-6399.020,1082.534,LIP3 B
1101,5654752.546,-6400.834,1082.630,LIP3
1102,5654752.256,-6402.379,1082.685,LIP3
1103,5654752.124,-6403.723,1082.696,LIP3
1104,5654752.234,-6405.601,1082.744,LIP3
1105,5654752.749,-6407.487,1082.790,LIP3
1106,5654753.186,-6408.549,1082.846,LIP3
1107,5654755.594,-6413.640,1082.994,LIP3
1108,5654758.008,-6418.717,1083.234,LIP3
1109,5654760.286,-6423.730,1083.425,LIP3
1110,5654762.566,-6428.739,1083.617,LIP3
1111,5654766.358,-6436.733,1083.881,LIP3
1112,5654770.156,-6444.730,1084.356,LIP3
1113,5654773.947,-6452.721,1084.648,LIP3
1114,5654775.471,-6456.504,1084.812,LIP3
1115,5654777.098,-6460.933,1084.928,LIP3
1116,5654779.443,-6468.404,1085.248,LIP3
1117,5654780.789,-6473.286,1085.434,LIP3
1118,5654781.921,-6478.143,1085.637,LIP3
1119,5654783.267,-6485.154,1085.949,LIP3
1120,5654783.988,-6489.736,1086.075,LIP3
1121,5654784.437,-6494.489,1086.306,LIP3
1122,5654785.084,-6500.027,1086.408,LIP3
1123,5654785.565,-6506.968,1086.720,LIP3
1124,5654785.669,-6509.859,1086.798,LIP3
1125,5654785.623,-6516.090,1086.987,LIP3
1126,5654785.689,-6517.568,1087.074,LIP3
1127,5654785.836,-6518.356,1087.138,LIP3
1128,5654786.650,-6520.566,1087.171,LIP3
1129,5654787.162,-6521.513,1087.201,LIP3
1130,5654787.542,-6522.002,1087.215,LIP3
1131,5654788.290,-6522.696,1087.245,LIP3
1132,5654788.987,-6523.222,1087.278,LIP3
1133,5654791.892,-6525.026,1087.374,LIP3 E
1134,5654610.724,-6502.383,1083.759,LIP1 B
1135,5654612.709,-6501.203,1083.908,LIP1
1136,5654615.016,-6498.821,1084.039,LIP1
1137,5654616.206,-6497.381,1084.030,LIP1
1138,5654616.470,-6496.750,1084.073,LIP1
1139,5654616.581,-6496.180,1084.146,LIP1
1140,5654617.016,-6492.673,1084.210,LIP1
1141,5654617.061,-6491.093,1084.224,LIP1
1142,5654616.719,-6488.457,1084.329,LIP1
1143,5654616.178,-6485.298,1084.119,LIP1
1144,5654615.595,-6483.219,1084.009,LIP1
1145,5654614.895,-6479.678,1083.928,LIP1
1146,5654614.395,-6476.702,1083.816,LIP1
1147,5654614.227,-6474.644,1083.717,LIP1
1148,5654614.125,-6469.011,1083.481,LIP1
1149,5654614.231,-6465.355,1083.249,LIP1
1150,5654614.930,-6457.915,1082.791,LIP1
1151,5654615.228,-6456.048,1082.644,LIP1
1152,5654616.346,-6451.170,1082.384,LIP1
1153,5654616.989,-6448.702,1082.112,LIP1
1154,5654617.563,-6446.864,1082.002,LIP1
1155,5654618.659,-6444.153,1081.831,LIP1
1156,5654622.804,-6435.457,1081.353,LIP1
1157,5654624.232,-6432.854,1081.162,LIP1
1158,5654627.420,-6427.409,1080.701,LIP1
1159,5654628.441,-6425.220,1080.475,LIP1
1160,5654628.962,-6423.272,1080.378,LIP1
1161,5654629.276,-6420.124,1080.140,LIP1
1162,5654629.253,-6418.947,1080.059,LIP1
1163,5654629.130,-6418.057,1079.993,LIP1
1164,5654628.481,-6415.430,1079.868,LIP1 E
1165,5654609.165,-6500.643,1083.756,LIP2 B
1166,5654611.553,-6499.072,1083.979,LIP2
1167,5654612.371,-6498.278,1084.080,LIP2
1168,5654613.556,-6496.782,1084.165,LIP2 E
1169,5654666.762,-6514.325,1085.440,LIP3 B
1170,5654663.291,-6512.291,1085.358,LIP3
1171,5654660.039,-6510.195,1085.287,LIP3 E
1172,5654614.431,-6494.820,1084.295,LIP1 B
1173,5654614.796,-6492.661,1084.398,LIP1
1174,5654614.884,-6491.847,1084.443,LIP1
1175,5654614.844,-6491.167,1084.476,LIP1
1176,5654614.549,-6489.631,1084.529,LIP1
1177,5654614.110,-6486.360,1084.478,LIP1
1178,5654612.515,-6478.211,1084.091,LIP1
1179,5654612.250,-6476.111,1084.034,LIP1
1180,5654612.007,-6472.655,1083.863,LIP1
1181,5654611.940,-6470.280,1083.745,LIP1
1182,5654612.016,-6464.124,1083.386,LIP1
1183,5654612.352,-6460.070,1083.210,LIP1
1184,5654612.705,-6457.493,1083.057,LIP1
1185,5654613.424,-6453.442,1082.865,LIP1
1186,5654614.207,-6450.185,1082.507,LIP1
1187,5654615.251,-6446.919,1082.215,LIP1
1188,5654616.469,-6443.676,1081.978,LIP1
1189,5654617.988,-6440.150,1081.784,LIP1
1190,5654619.519,-6437.041,1081.594,LIP1
1191,5654622.802,-6431.001,1081.125,LIP1
1192,5654626.083,-6424.962,1080.677,LIP1
1193,5654626.759,-6423.496,1080.569,LIP1
1194,5654627.000,-6422.311,1080.501,LIP1
1195,5654627.045,-6420.073,1080.340,LIP1
1196,5654626.916,-6418.318,1080.239,LIP1
1197,5654626.567,-6416.731,1080.143,LIP1 E
1198,5654635.511,-6492.366,1084.451,LIP2 B
1199,5654639.806,-6495.978,1084.592,LIP2
1200,5654642.491,-6498.127,1084.698,LIP2
1201,5654648.875,-6502.782,1084.947,LIP2
1202,5654655.259,-6507.438,1085.111,LIP2
1203,5654663.276,-6512.600,1085.343,LIP2
1204,5654667.874,-6515.343,1085.441,LIP2
1205,5654672.076,-6517.687,1085.520,LIP2
1206,5654676.425,-6519.939,1085.613,LIP2
1207,5654680.697,-6521.962,1085.685,LIP2
1208,5654685.273,-6523.931,1085.795,LIP2
1209,5654688.584,-6525.251,1085.835,LIP2
1210,5654691.969,-6526.492,1085.937,LIP2
1211,5654697.129,-6528.200,1086.035,LIP2
1212,5654702.226,-6529.680,1086.132,LIP2
1213,5654706.438,-6530.776,1086.220,LIP2
1214,5654712.095,-6532.072,1086.293,LIP2
1215,5654718.240,-6533.244,1086.442,LIP2
1216,5654724.337,-6534.098,1086.555,LIP2
1217,5654728.522,-6534.521,1086.639,LIP2
1218,5654735.265,-6535.015,1086.760,LIP2
1219,5654740.686,-6535.219,1086.891,LIP2
1220,5654749.069,-6535.082,1087.044,LIP2
1221,5654753.840,-6534.822,1087.119,LIP2
1222,5654759.439,-6534.417,1087.240,LIP2
1223,5654763.386,-6534.001,1087.291,LIP2
1224,5654766.367,-6533.525,1087.349,LIP2
1225,5654767.602,-6533.139,1087.370,LIP2
1226,5654768.566,-6532.671,1087.394,LIP2
1227,5654769.883,-6531.839,1087.409,LIP2
1228,5654771.745,-6530.329,1087.418,LIP2
1229,5654772.143,-6529.852,1087.405,LIP2
1230,5654772.772,-6528.894,1087.391,LIP2
1231,5654773.316,-6527.652,1087.354,LIP2
1232,5654773.617,-6526.713,1087.362,LIP2
1233,5654773.970,-6524.485,1087.305,LIP2
1234,5654774.198,-6521.121,1087.203,LIP2
1235,5654774.140,-6515.704,1086.966,LIP2
1236,5654774.081,-6510.291,1086.737,LIP2
1237,5654773.736,-6503.050,1086.418,LIP2
1238,5654773.055,-6495.608,1086.072,LIP2
1239,5654772.418,-6490.772,1085.866,LIP2
1240,5654771.648,-6485.719,1085.704,LIP2
1241,5654770.954,-6481.787,1085.521,LIP2
1242,5654770.469,-6479.537,1085.416,LIP2
